conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1762313359427555462,Tue Feb 27 03:07:01 +0000 2024,0,Program makan siang gratis untuk siswa itu bagus. Asli! Obet dukung! Pertanyaan Obet cuma satu gimana cara Pak @prabowo dan Mas @gibran_tweet memastikan agar anggaran yang disiapkan itu tidak dikutil orang-orang yang ditugaskan menganggarkan-mengawasi-menjalankan program itu?,1762313359427555462,,,in,"Kota Padang, Sumatera Barat",0,1,0,https://x.com/Jominangg/status/1762313359427555462,394579467,Jominangg
1762073800437608561,Mon Feb 26 11:49:32 +0000 2024,11,@kompascom Selama Program itu baik dan buat Rakyat kenapa tdk boleh Pak... padahal program makan siang gratis itu bagus sekali khususnya buat anak anak yg org tuanya kekurangan tinggal saat pelaksanaan di awasi secara ketat oleh APH dgn makan siang /anak 15.000 tdk boleh berkurang,1762082467299889251,,kompascom,in,Indonesia,0,4,0,https://x.com/Karso1976/status/1762082467299889251,1744726820334051328,Karso1976
1762001317957193776,Mon Feb 26 08:52:29 +0000 2024,1,@Antonius061 ini contoh ya cartering buat karyawan pabrik aja 12rb udah bagus lauk pauknya dapat kerupuk sambel buah lagi buat cuci mulut.. jika anggaran 15rb dapat susu kotak sangat2 dimungkinkan.. cukup 15rb + susu.. bagus ini program makan siang gratis untuk kemahaslatan orang banyak..,1762037908238909837,,,in,,0,0,0,https://x.com/twjaj7783/status/1762037908238909837,1296054771275554817,twjaj7783
1762015422856196209,Mon Feb 26 07:23:08 +0000 2024,3,Semoga Program ini juga mendapatkan evaluasi dan pantauan dari para orang tua siswa. Jadi dari planning sampai juklak juknis bahkan evaluasi semoga dijalankan dengan baik. Vietnam contoh yg bagus buat pemerintah daerah setempat utk program makan siang gratis anak sekolah,1762015422856196209,,,in,,0,1,0,https://x.com/vmastratocaster/status/1762015422856196209,1376212304501477387,vmastratocaster
1761999786063069680,Mon Feb 26 06:21:00 +0000 2024,0,Bagus utk rakyat kecil yg mmg membutuhkan. Maju trs bersama utk NKRI. https://t.co/TAnfQbYIM9 (Anggaran program makan siang gratis) per anak kira-kira Rp 15 ribu. Itu kan bisa dibuat macam-macam. Nanti akan ada pembahasan. Di luar susu kata Airlangga.,1761999786063069680,,,in,"Jakarta, Indonesia",0,1,0,https://x.com/Stef_Rud/status/1761999786063069680,2833745060,Stef_Rud
1761684969540198728,Sun Feb 25 17:23:29 +0000 2024,1,@himushyyy @worksfess Bagus nie buat referensi program makan siang gratis+susu,1761804121286590500,,himushyyy,in,,0,0,0,https://x.com/udin_portal69/status/1761804121286590500,1619554206817607688,udin_portal69
1761319712544158198,Sat Feb 24 09:18:37 +0000 2024,1,Makan siang gratis itu program bagus seperti yg bisa dilihat di negara2 industri maju ...masalahnya bagus itu *kalau ada budgetnya* sementara proyek2 infra &amp; hilirisasi besar masih ongoing (nikel udh ada hasil tapi biaya sosial &amp; lingkungannya gede),1761319712544158198,,,in,,0,0,0,https://x.com/DetStand/status/1761319712544158198,1203232704407298048,DetStand
1761052573719773556,Fri Feb 23 16:38:30 +0000 2024,1,@johnus112100 Ngakunya negara mayoritas muslim dan kepingin bisa haji dg biaya murah eh dikasih program yg bagus supaya bisa haji dg biaya murah.malah milihnya makan siang gratis.,1761068024323616935,,johnus112100,in,indonesia,0,0,0,https://x.com/Dewawisnu79/status/1761068024323616935,1249332470593380353,Dewawisnu79
1761006771496468810,Fri Feb 23 13:58:11 +0000 2024,1,@Ekafaisal17 @KompasTV Apalah daya pak dosen swasembada pangan gak bikin kenyang. Program bagus gak mesti kepilih jadi presiden. Yang makan siang gratis rakyatnya yang kenyang yang menggagas programnya Chuaks.,1761027678000533661,,Ekafaisal17,in,"Semarang, Jawa Tengah",0,0,0,https://x.com/khoirulabroor/status/1761027678000533661,109562724,khoirulabroor
1760965139581542870,Fri Feb 23 09:49:41 +0000 2024,14,Target Prabowo Gibran dlm meningkatkan penerimaan negara. Bagus jg sih biar program makan siang dan susu gratis juga bs dilanjutkan. @jokowi @prabowo @gibran_tweet @malesbngt__ @03__nakula @peswwt https://t.co/ByPpu1TbuY https://t.co/OVuB46zreV,1760965139581542870,https://pbs.twimg.com/media/GHA0dEJacAAK5ef.jpg,,in,,0,4,14,https://x.com/GirlBieberJ/status/1760965139581542870,1159837058,GirlBieberJ
1760844158099730820,Fri Feb 23 01:48:56 +0000 2024,40,Bagus nih agar program makan siang gratis bisa terus di kawal dan di kembangkan lagi manfaat secara ekonomi dan manfaat secara gizi nya. https://t.co/7R1V5b9fPJ,1760844158099730820,https://pbs.twimg.com/media/GG_GbQ4bQAAs4-3.jpg,,in,,0,11,8,https://x.com/99propaganda/status/1760844158099730820,1427095335084515333,99propaganda
1760823871882858820,Fri Feb 23 00:28:20 +0000 2024,0,Program yang lebih bagus berbobot daripada makan siang gratis,1760823871882858820,,,in,,0,0,0,https://x.com/pakk_camat/status/1760823871882858820,1578551440330887170,pakk_camat
1760511240777220580,Thu Feb 22 03:46:03 +0000 2024,0,Woi gw kasih tau ama lu lu sekolahin anak lu di swasta bagus juga mereka ada program makan siang buat murid tinggal bayar catering nya perbulan berapa Perlu digaris bawahi ITU PROGRAM GA GRATIS Ortu bayar ke sekolah buat dapetin fasilitas itu,1760511240777220580,,,in,Gfriend•Seventeen,0,0,0,https://x.com/scenebeez_/status/1760511240777220580,1088791535192203269,scenebeez_
1760508681874211014,Thu Feb 22 03:35:53 +0000 2024,0,Program yg bagus harusnya didukung dan dicarikan sama sama bagaimana menjalankannya contoh makan siang gratis di sekolah...ini bagus dan sangat bagus malah tapi harus jelas tatacaranya seperti apa Daripada dinyinyirin apalagi dibandingkan ke negara lain Lebih baik kita sama sma,1760508681874211014,,,in,CnMrS,0,1,0,https://x.com/VC_Toretto/status/1760508681874211014,94222746,VC_Toretto
1758878214464909556,Sun Feb 18 05:15:47 +0000 2024,2,@ArjunaS16142096 @AndreasSolusi @florieliciouss @Lembayung071 @cocolatetwo @are_inismyname @mpoklela7 @PS_presiden2024 @bengkeldodo @G0mb4k @VaniaKiara3002 @tonybulumanu Sorry yee sorry ye kami dukung Pak Anies krna program beliau bagus..bukan seperti kamu dukung krna mengharap makan siang gratis,1759084273452433783,,ArjunaS16142096,in,"DKI Jakarta, Indonesia",0,3,0,https://x.com/RohiminSamuni/status/1759084273452433783,1599396382728933379,RohiminSamuni
1758942125016883309,Sat Feb 17 19:50:56 +0000 2024,0,Bagus sih untuk program makan siang gratis ambilnya dari dana subsidi energi yang ga tepat sasaran. Kalau bisa nih ya @pertamina juga harus buat tabung lpg mini yang nonsubsidi. Karena kebanyakan orang menengah keatas beli tabung 3kg itu karena simple dan mudah dibawa. https://t.co/bDDFQjTJ6o,1758942125016883309,https://pbs.twimg.com/media/GGkEimqaQAA2ver.jpg,,in,South East Asia,0,0,0,https://x.com/moscow_hahaha/status/1758942125016883309,1295303594413944833,moscow_hahaha
